hour,total_kWh,session_count,avg_kWh,max_kWh,min_kWh,avg_session_hrs,hour_of_day,day_of_week,month,day_of_month,week_of_year,is_weekend,is_business_hours,quarter,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,kWh_lag_1h,kWh_lag_2h,kWh_lag_3h,kWh_lag_6h,kWh_lag_12h,kWh_lag_24h,kWh_lag_48h,kWh_lag_168h,kWh_rolling_mean_3h,kWh_rolling_std_3h,kWh_rolling_mean_6h,kWh_rolling_std_6h,kWh_rolling_mean_12h,kWh_rolling_std_12h,kWh_rolling_mean_24h,kWh_rolling_std_24h,kWh_rolling_mean_48h,kWh_rolling_std_48h,kWh_rolling_mean_168h,kWh_rolling_std_168h,kWh_diff_1h,kWh_diff_24h,kWh_diff_168h,kWh_expanding_mean,kWh_per_session,demand_intensity
2018-05-02 21:00:00+00:00,8.8625,0.0,4.82625,0.0,0.0,4.935763888888889,21,2,5,2,18,0,0,2,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,16.145,13.524,5.176,137.899,0.0,9.209666666666667,20.448999999999998,27.743,11.61499999999999,5.728258985066971,42.24966666666666,51.94232779792091,26.11675,41.38334517460989,21.200902777777777,30.197496562093015,21.16669761576389,28.932240168493912,18.283166243178258,22.31367884622125,-7.282499999999999,-0.3471666666666664,-18.880499999999998,18.782123195808694,0.0,0.0
2018-05-02 22:00:00+00:00,1.58,1.0,1.58,1.58,1.58,4.025,22,2,5,2,18,0,0,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,8.8625,16.145,13.524,67.332,0.0,7.9353333333333325,3.6550000000000002,13.996,12.843833333333322,3.6885866647448893,20.743583333333333,23.155411005673553,26.855291666666663,40.951715496566706,21.1864375,30.203572914170586,20.925312199097224,28.98663810728172,18.17078231460683,22.313294909496033,-7.282500000000001,-6.355333333333332,-12.416,18.72670630644663,1.58,0.0
2018-05-02 23:00:00+00:00,22.57,4.0,5.6425,7.711,4.157,2.1485416666666666,23,2,5,2,18,0,0,2,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1.58,8.8625,16.145,13.422,0.0,6.661,4.824,21.1455,8.86249999999999,7.2825000000000335,9.784916666666666,5.604880055957345,26.986958333333334,40.85995891537689,20.921631944444446,30.35229486933668,20.882083032430558,29.01447606118686,18.096877552702065,22.34774035273603,20.990000000000002,15.909,1.4245000000000019,18.63144682696637,5.6425,0.0
2018-05-03 00:00:00+00:00,37.4925,0.0,7.189166666666667,0.0,0.0,2.863900462962963,0,3,5,3,18,0,0,2,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,22.57,1.58,8.8625,5.176,0.0,3.523,18.623,28.294999999999998,11.004166666666658,10.657629993733778,11.30958333333333,7.659709292242649,28.867791666666665,40.01552183014754,21.584506944444446,30.200653105251092,21.25179136576389,28.918409722348944,18.105356719368736,22.349174181165385,14.9225,33.9695,9.197500000000002,18.653206789248326,0.0,0.0
2018-05-03 01:00:00+00:00,52.415,6.0,8.735833333333334,15.958,3.671,3.5792592592592594,1,3,5,3,18,0,0,2,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,37.4925,22.57,1.58,13.524,7.269,36.979,38.375,19.651,20.54749999999999,18.041474267642336,16.695666666666668,12.387256765186883,31.992166666666666,39.00764194262762,22.999902777777777,30.113259555866286,21.64490594909722,29.0100239382288,18.160103743178258,22.38552006293639,14.9225,15.436,32.763999999999996,18.756719389307403,8.735833333333334,0.0
2018-05-03 02:00:00+00:00,28.509999999999998,3.0,9.503333333333332,13.854,2.258,5.200648148148148,2,3,5,3,18,0,0,2,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,52.415,37.4925,22.57,16.145,52.634,37.178,7.06,33.894,37.492499999999986,14.922500000000017,23.1775,18.87298055422093,35.75433333333333,38.581163331542385,23.64306944444444,30.585943126522608,21.937405949097222,29.252068819032317,18.355127552702065,22.540769092412962,-23.905,-8.668,-5.384,18.940644419966922,9.503333333333332,0.0
2018-05-03 03:00:00+00:00,8.869,1.0,8.869,8.869,8.869,1.3091666666666666,3,3,5,3,18,0,0,2,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,28.509999999999998,52.415,37.4925,8.8625,137.899,16.662,6.505,11.343,39.47249999999999,12.074872928938031,25.238333333333333,18.624952460789476,33.744,38.248740610877384,23.281902777777777,30.470128040723797,22.38428094909722,29.183718221946123,18.323079933654448,22.52236408662671,-19.641,-7.792999999999999,-2.474,18.992651787249713,8.869,0.0
2018-05-03 04:00:00+00:00,17.371,2.0,8.6855,10.684,6.687,9.282222222222222,4,3,5,3,18,0,0,2,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,8.869,28.509999999999998,52.415,1.58,67.332,21.728,23.00731889,12.204,29.931333333333324,21.80776628482004,25.239416666666667,18.62380960066087,22.991500000000002,20.171388978406544,22.957194444444443,30.58504775814848,22.43353094909722,29.158334111637437,18.30835374317826,22.527763485017744,8.501999999999999,-4.357000000000003,5.166999999999998,18.937929345156473,8.6855,0.0
2018-05-03 05:00:00+00:00,16.66257142857143,0.0,8.331285714285714,0.0,0.0,8.619900793650793,5,3,5,3,18,0,0,2,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,17.371,8.869,28.509999999999998,22.57,13.422,20.121444444444446,13.91,13.065,18.24999999999999,9.849959441540872,27.87125,15.458435392205812,18.828083333333332,14.564077496038166,22.775652777777776,30.605584911493267,22.316107638888884,29.167321854455004,18.33910969555921,22.522906223911306,-0.7084285714285699,-3.458873015873017,3.5975714285714293,18.929504993838425,0.0,0.0
2018-05-03 06:00:00+00:00,15.954142857142857,0.0,7.977071428571429,0.0,0.0,7.957579365079365,6,3,5,3,18,0,0,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,16.66257142857143,17.371,8.869,37.4925,5.176,18.51488888888889,14.92475,13.926,14.300857142857133,4.717443351595257,26.886678571428565,16.040767202614425,19.098130952380952,14.48455127688789,22.63153306878307,30.62676329528824,22.37345287698413,29.15314558947217,18.360523811205468,22.519571714671574,-0.7084285714285716,-2.5607460317460333,2.028142857142857,18.91738235445197,0.0,0.0
2018-05-03 07:00:00+00:00,15.245714285714286,0.0,7.622857142857143,0.0,0.0,7.295257936507936,7,3,5,3,18,0,0,2,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,15.954142857142857,16.66257142857143,17.371,52.415,13.524,16.908333333333335,15.939499999999999,12.0672,16.662571428571418,0.7084285714286688,23.29695238095238,15.596481311348384,19.996309523809522,13.863630367241193,22.52483531746032,30.646182855888323,22.394898561507933,29.147927733834692,18.37259609011703,22.517723769654733,-0.7084285714285716,-1.6626190476190494,3.178514285714286,18.90162044223224,0.0,0.0
